t_s,h_mm,q_in_mlps,q_ext_mlps,q_bp_mlps,q_out_mlps,q_cup_mlps,v_in_ml,v_out_ml,v_bed_ml,v_cup_ml,sat,phi_eff,u_pore_mps,k_vals_m2,bypass_ratio,C_out_gl,T_bed_C,T_dripper_C,T_cup_C
1.2229016120066702,0.1,6.34,0.0005881263489714827,0.0,0.0005881263489714827,0.0002369081971043548,7.753196220122288,0.0006740572421406446,0.0006740572421406446,0.00015317867711892347,0.0,0.4,0.14040482340210084,8.122869882505283e-11,0.0,0.0030465803211812475,86.28364784403482,23.0,82.363535247777
1.3451917732073373,0.1,6.34,0.0005944025177473528,0.0,0.0005944025177473528,0.00025798448272857614,8.528515842134517,0.0007463656150461233,0.0007463656150461233,0.00018472764109907176,0.0,0.4,0.14190314832863896,8.122869257158414e-11,0.0,0.005065205661906356,86.799292591533,23.0,82.82687642062648
1.4674819344080043,0.1,6.34,0.0006004461872126414,0.0,0.0006004461872126414,0.00027817103374954316,9.303835464146747,0.00081942706962144,0.00081942706962144,0.00021874522165765957,0.0,0.4,0.14334596813336029,8.122868625299671e-11,0.0,0.007839241722262498,87.2751206755562,23.0,83.27375641957252
1.5897720956086714,0.1,6.34,0.00060627264123387,0.0,0.00060627264123387,0.00029750703332695233,10.079155086158975,0.0008932141293543417,0.0008932141293543417,0.0002551274047215448,1.8217682625171546e-07,0.3999999963564635,0.14473693288901032,8.122867666543748e-11,0.0,0.011465749415532021,87.71420456611503,23.0,83.70445168707327
1.7120622568093384,0.1,6.34,0.0006118887801119726,0.0,0.0006118887801119726,0.00031603027230828965,10.854474708171205,0.0009677009191231406,0.0009677009191231406,0.0002937747976664163,5.696238520947349e-05,0.39999886075229585,0.14607810201379134,8.122767092321061e-11,0.0,0.01602402910571112,88.11937840275317,23.0,84.11926866153323
1.8343524180100055,0.5377308195493583,6.34,0.0011039370320046979,0.0,0.0011039370320046979,0.000333777165349876,11.629794330183433,0.0010638107378789419,0.0010638107378789419,0.0003345924610221543,0.0003860307088746007,0.39999227938582255,0.00911452874083812,8.122187140567963e-11,0.0,0.02160655379116661,88.49326103142295,23.0,84.51853621810282
1.9566425792106725,1.0779465389985006,6.34,0.002274881611148999,0.0,0.002274881611148999,0.0003507823224503933,12.405113952195661,0.001261828290799434,0.001261828290799434,0.00037748968778095725,0.0012135561269269856,0.39997572887746147,0.004674144116759459,8.120729245491048e-11,0.0,0.028398873625813077,88.83826904219075,23.0,84.9025973878566
2.0789327404113394,1.6293819972744514,6.34,0.004727354754469739,0.0,0.004727354754469739,0.00039683402787061206,13.180433574207889,0.0016715787943793886,0.0016715787943793886,0.0004260185850191643,0.00274424017733139,0.39994511519645337,0.004251511442983313,8.118032795421326e-11,0.0,0.036687867012642206,89.15663239548394,23.0,85.51335887407159
2.2012229016120064,2.188701337801544,6.34,0.009799228628275716,0.0,0.009799228628275716,0.0005116673987214304,13.955753196220117,0.002523542526198843,0.002523542526198843,0.000488590473689934,0.0051613821997437215,0.3998967723560051,0.0048847502841774335,8.113774611346612e-11,0.0,0.0470728023763967,89.45040883496881,23.0,86.41724244272268
2.3235130628126734,2.741581142234913,6.34,0.019665618826655264,0.0,0.019665618826655264,0.0007694359418744676,14.731072818232347,0.004262918090634903,0.004262918090634903,0.0005826849190553497,0.008626933363939875,0.39982746133272123,0.006248908583661052,8.107668476166952e-11,0.0,0.0607510802794377,89.72149718409901,23.0,87.44635080084969
2.4458032240133405,3.2724290421593323,6.34,0.03691095189287046,0.0,0.03691095189287046,0.001321563343488774,15.506392440244577,0.007635387658102519,0.007635387658102519,0.0007442991133674844,0.013281558469569457,0.39973436883060864,0.008234072007829187,8.099464736430161e-11,0.0,0.07975618963402756,89.97164962541723,23.0,88.35495705538821
2.5680933852140075,3.771477316547343,6.34,0.0632296668059457,0.0,0.0632296668059457,0.0024432120945439796,16.281712062256805,0.013663196587104574,0.013663196587104574,0.001043079914256687,0.01924470202584886,0.399615105959483,0.0106225156238165,8.088950820312288e-11,0.0,0.10676181307369763,90.20248301897072,23.0,89.02751600892857
2.6903835464146746,4.239857638412898,6.34,0.09854307435435702,0.0,0.09854307435435702,0.0045507448226239765,17.057031684269035,0.023468323383942162,0.023468323383942162,0.001599591232198474,0.026614664755633184,0.39946770670488735,0.013104283010697004,8.075952992793844e-11,0.0,0.14434408594026257,90.41548935831531,23.0,89.49575518262984
2.8126737076153416,4.687801965248844,6.34,0.14166005904955062,0.0,0.14166005904955062,0.008138672236834866,17.832351306281264,0.03808281546506796,0.03808281546506796,0.0025948707720004033,0.035468706437777615,0.3992906258712445,0.015416691168985145,8.060338069474138e-11,0.0,0.19432060590806324,90.61204541035488,23.0,89.83147815054116
2.9349638688160087,5.128615428063251,6.34,0.19134577434334435,0.0,0.19134577434334435,0.01366645669093572,18.607670928293494,0.058382802268659786,0.058382802268659786,0.004266143963776867,0.0458631865711235,0.39908273626857754,0.017407124983139677,8.042013863085345e-11,0.0,0.25764161150865217,90.79342161526057,23.0,90.08896371230676
3.0572540300166757,5.574079253055688,6.34,0.24669156044034427,0.0,0.24669156044034427,0.021492635823480266,19.38299055030572,0.08511277443580373,0.08511277443580373,0.0068944818632575,0.057833743390786355,0.3988433251321843,0.019009778970139623,8.020928636216892e-11,0.0,0.33460871252716956,90.9607902997223,23.0,90.29977253615789
3.1795441912173428,6.032741677522724,6.34,0.30701823326077354,0.0,0.30701823326077354,0.03187831966849697,20.15831017231795,0.11892174844152709,0.11892174844152709,0.01079288671432439,0.07139550947097033,0.3985720898105806,0.020211530815192492,7.99707023057791e-11,0.0,0.42510628918614857,91.11523325211459,23.0,90.48094963764348
3.30183435241801,6.509950817924506,6.34,0.3717436639027551,0.0,0.3717436639027551,0.045013092589510424,20.93362979433018,0.16038254617202233,0.16038254617202233,0.01629754506323617,0.08654336280746405,0.39826913274385073,0.021032112379145394,7.970465117348046e-11,0.0,0.5287564374561678,91.25774871750542,23.0,90.64174518179931
3.424124513618677,7.008431618355246,6.34,0.44031781200736053,0.0,0.44031781200736053,0.06103341803355653,21.70894941634241,0.2099994003106913,0.2099994003106913,0.023761331593187496,0.10325221407716804,0.39793495571845666,0.02151215236390876,7.941177323118292e-11,0.0,0.6450163291451421,91.38925784872373,23.0,90.78738061065769
3.546414674819344,7.5289405470582675,6.34,0.5122032765392932,0.0,0.5122032765392932,0.08003182106057813,22.484269038354636,0.26821076143568506,0.26821076143568506,0.03354843589186854,0.12147732835227289,0.39757045343295455,0.021703606050562464,7.909307182430535e-11,0.0,0.7732406299071186,91.51061062740945,23.0,90.92097255312845
3.668704836020011,8.070915751475686,6.34,0.5868821039483291,0.0,0.5868821039483291,0.10206153701619017,23.259588660366866,0.33538812191978096,0.33538812191978096,0.046029557705966284,0.14115467699721412,0.39717690646005577,0.021661704740489493,7.874989929823989e-11,0.0,0.9127216146322431,91.62259146923998,23.0,91.04450362008582
